_id,date,shaperdroprcvdbyte,srcip,dstport,tz,eventtime,sessionid,type,srccountry,shaperrcvdname,mastersrcmac,action,dstip,trandisp,osname,srcintf,level,srcserver,transip,priority,vd,proto,policyname,dstcountry,devid,srcintfrole,poluuid,sentpkt,duration,policyid,subtype,srcmac,devname,dstintf,shapersentname,sentbyte,policytype,transport,shaperdropsentbyte,dstintfrole,appcat,srcname,service,srcport,logid,srcswversion,time,rcvdbyte,rcvdpkt,nifi_datetime,app,srcfamily,devtype,srchwversion,srchwvendor,unauthusersource,unauthuser,msg,sync_type,logdesc,sync_status,countweb,utmaction,srcuuid,dstuuid,catdesc,hostname,reqtype,cat,direction,method,profile,url,eventtype,src_int,policy_id,epoch,dir,dst_int,from,voip_proto,kind,session_id,call_id,src_port,event_id,dst_port,logsrc,to,status,reason,tunnelid,remip,tunneltype,user,dst_host,group,desc,sentdelta,rcvddelta,dstswversion,dsthwversion,dstdevtype,dstfamily,dsthwvendor,dstosname,ui,sn,identifier,devcategory,ip,interface,mac,dhcp_msg,lease,server,ssid,security,encryption,stamac,remotewtptime,vap,ap,authserver,crlevel,dstcity,vwlid,crscore,craction,dstreputation,dstinetsvc,masterdstmac,dstregion,dstmac,vpntype,dstserver,locip,useralt,cookies,vpntunnel,peer_notif,remport,result,assignip,xauthuser,outintf,xauthgroup,locport,espauth,role,esptransform,out_spi,in_spi,init,version,exch,dstuser,agent,ratemethod,httpmethod,radioband,channel,mpsk,signal,radioid,snr,advpnsc,nextstat,tunnelip,community,pdstport,psrcport,mode,stage,fazlograte,mem,sysuptime,disklograte,bandwidth,cpu,freediskstorage,disk,setuprate,totalsession,bssid,manuf,stacount,apscan,onwire,aptype,radioiddetected,rate,noise,live,radioidclosest,detectionmethod,apstatus,snclosest,sndetected,age,intf,fctuid,applist,apprisk,incidentserialno,scertcname,scertissuer,appid,countapp,tranip,tranport,phase2_name,cause,pid,used,total,cfgattr,cfgobj,cfgtid,cfgpath,act,hook,tuple-num,operdrmamode,opercountry,cfgtxpower,configcountry,opertxpower,slctdrmamode
cMj9nZkBOc1mRMCtHlNP,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759241273136447744,76522254,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:17:15,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccj9nZkBOc1mRMCtHlNP,2025-09-30,,fe80::20c:abff:fe33:6e30,1900,+0200,1759241273203741104,76522255,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,40645,0001000014,,16:07:54,0,0,2025-10-01T04:17:15,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isj9nZkBOc1mRMCtRVNs,2025-09-30,,fe80::2ac5:c8ff:fea1:fbc6,5353,+0200,1759241273213422984,76522257,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:17:25,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i8j9nZkBOc1mRMCtRVNs,2025-09-30,,fe80::9e93:4eff:feec:c94b,5353,+0200,1759241273220777844,76522258,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:17:25,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pMj9nZkBOc1mRMCtbFNv,2025-09-30,,fe80::2ac5:c8ff:fea2:1356,5353,+0200,1759241273224293824,76522259,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:17:35,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcj9nZkBOc1mRMCtbFNv,2025-09-30,,fe80::20c:abff:fe33:6e30,1900,+0200,1759241273204253584,76522256,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,44173,0001000014,,16:07:54,0,0,2025-10-01T04:17:35,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vsj9nZkBOc1mRMCtk1OE,2025-09-30,,fe80::38eb:fcd6:68f2:9daa,5353,+0200,1759241511750265230,2025339,traffic,,,48:2a:e3:87:8e:c9,deny,ff02::fb,noop,Windows,VALN80,notice,0,,189,root,17,,,FG100FTK23080008,lan,,0,0,0,local,48:2a:e3:87:8e:c9,Fiorucci-FG-01,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,10,16:11:52,0,0,2025-10-01T04:17:45,udp/5353,,,,,kerberos,Stefano.Ioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v8j9nZkBOc1mRMCtk1OE,2025-09-30,0,172.30.16.85,443,+0200,1759241511843520829,411249851,traffic,Reserved,web-limit,48:2a:e3:46:d7:c5,accept,142.250.180.170,snat,Windows,VALN80,notice,0,2.117.144.115,189,root,17,Navigazione,United,FG100FTK23080008,lan,cb2c5284-4f32-51ef-a5ee-7792f7896b30,12,181,9,forward,48:2a:e3:46:d7:c5,Fiorucci-FG-01,wan1,web-limit,7020,policy,64558,0,wan,unscanned,ITPOME-LT133,udp/443,64558,0000000013,10,16:11:52,6615,15,2025-10-01T04:17:45,,,,,,kerberos,ruggero.binacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Mj9nZkBOc1mRMCtulOX,2025-09-30,0,172.30.19.43,443,+0200,1759241511843549089,411249791,traffic,Reserved,web-limit,e0:3e:cb:e0:0a:ac,close,3.165.255.53,snat,,VLAN60,notice,0,2.117.144.115,189,root,6,Navigazione,Italy,FG100FTK23080008,lan,cb2c5284-4f32-51ef-a5ee-7792f7896b30,1104,182,9,forward,e0:3e:cb:e0:0a:ac,Fiorucci-FG-01,wan1,web-limit,58246,policy,46856,0,wan,unscanned,,HTTPS,46856,0000000013,,16:11:52,2423634,1647,2025-10-01T04:17:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,2423230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cj9nZkBOc1mRMCtulOX,2025-09-30,0,172.30.16.76,443,+0200,1759241512203533889,411258335,traffic,Reserved,web-limit,48:2a:e3:87:8b:31,close,52.98.237.146,snat,Windows,VALN80,notice,0,2.117.144.115,189,root,6,Navigazione,Italy,FG100FTK23080008,lan,cb2c5284-4f32-51ef-a5ee-7792f7896b30,125,83,9,forward,48:2a:e3:87:8b:31,Fiorucci-FG-01,wan1,web-limit,82340,policy,50487,0,wan,unscanned,ITPOME-LT1009,HTTPS,50487,0000000013,10,16:11:52,19758,101,2025-10-01T04:17:55,,,,,,kerberos,adm_rampioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qsj7nZkBOc1mRMCt5VK_,2025-09-30,,192.168.100.4,80,+0200,1759241273227429925,34324302,traffic,Reserved,,,deny,199.232.214.172,noop,,internal1,notice,,,189,root,6,,United,FGT60E4Q17030319,undefined,,0,5,1,forward,,FORTIGATE_MIRABELLA,internal7,,0,policy,,,wan,unscanned,,Microsoft-Microsoft.Update,52072,0000000013,,16:07:53,446,4,2025-10-01T04:15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIRABELLAPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC01,high,Undefined,0,30,131072,5,Microsoft-Microsoft.Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8j7nZkBOc1mRMCt5VK_,2025-09-30,,192.168.100.2,5228,+0200,1759241272941892965,33211511,traffic,Reserved,,,accept,142.250.145.188,snat,,internal1,notice,,2.40.88.106,189,root,6,IP_LIBERI_TO_INTERNET,United,FGT60E4Q17030319,undefined,b71918c8-3763-51ee-4d1e-3ff261002270,2626,112191,6,forward,,FORTIGATE_MIRABELLA,internal7,,112585,policy,64015,,wan,unscanned,,tcp/5228,64015,0000000020,,16:07:53,145141,2628,2025-10-01T04:15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIRABELLAUFF,,,,123,156,,,,,,,,,,,,,,,,,,,,,,,,DC01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zcj8nZkBOc1mRMCtDFLS,2025-09-30,,192.168.100.4,80,+0200,1759241273557426725,34324305,traffic,Reserved,,,deny,199.232.214.172,noop,,internal1,notice,,,189,root,6,,United,FGT60E4Q17030319,undefined,,0,5,1,forward,,FORTIGATE_MIRABELLA,internal7,,0,policy,,,wan,unscanned,,Microsoft-Microsoft.Update,52074,0000000013,,16:07:53,486,5,2025-10-01T04:16:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIRABELLAPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC01,high,Undefined,0,30,131072,5,Microsoft-Microsoft.Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zsj8nZkBOc1mRMCtDFLS,2025-09-30,,fe80::19e8:67cc:813b:4f00,547,+0200,1759241273388307372,2321869,traffic,,,,deny,ff02::1:2,noop,,internal1,notice,,,189,root,17,,,FGT60E4Q17030319,undefined,,0,0,0,local,,FORTIGATE_MIRABELLA,root,,0,local-in-policy6,,,undefined,unscanned,,DHCP6,546,0001000014,,16:07:53,0,0,2025-10-01T04:16:05,DHCP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcj8nZkBOc1mRMCtM1Lr,2025-09-30,,2.118.64.66,853,+0200,1759241273626071890,6634513,traffic,Italy,,,close,96.45.46.46,noop,,root,notice,,,189,root,6,,United,FG100FTK23080622,undefined,,18,61,0,local,,Fiorucci-FG-03,wan1,,7752,,,,wan,unscanned,,tcp/853,7759,0001000014,,16:07:53,8367,18,2025-10-01T04:16:15,tcp/853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsj8nZkBOc1mRMCtM1Lr,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759241273129127144,76522244,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:16:15,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcj8nZkBOc1mRMCtWlL3,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759241273128360044,76522243,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:16:25,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msj8nZkBOc1mRMCtWlL3,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759241273133119584,76522245,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:16:25,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s8j8nZkBOc1mRMCtglIU,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759241273134409644,76522247,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:16:35,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tMj8nZkBOc1mRMCtglIU,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759241273133787444,76522246,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:16:35,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_8j8nZkBOc1mRMCtqVIj,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759241273135366024,76522249,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:16:45,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMj8nZkBOc1mRMCtqVMj,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759241273134822284,76522248,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,16:07:54,0,0,2025-10-01T04:16:45,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3sj5nZkBOc1mRMCt6VDq,2025-09-30,,fe80::7a45:58ff:fe36:8122,10001,+0200,1759241271807261829,2321867,traffic,,,,deny,ff02::1,noop,,internal1,notice,,,189,root,17,,,FGT60E4Q17030319,undefined,,0,0,0,local,,FORTIGATE_MIRABELLA,root,,0,local-in-policy6,,,undefined,unscanned,,udp/10001,38297,0001000014,,16:07:52,0,0,2025-10-01T04:13:45,udp/10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38j5nZkBOc1mRMCt6VDu,2025-09-30,,192.168.38.3,,+0200,1759241271924809017,,event,,,,FSSO-logon,,,,,notice,,,189,root,,,,FGT60E4Q17030319,,,,,,user,,FORTIGATE_MIRABELLA,,,,,,,,,,,,0102043014,,16:07:52,,,2025-10-01T04:13:45,,,,,,,,FSSO-logon,,FSSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAGIONAT,,,,,,,,,,,,,,,,,,,,,DC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-Mj6nZkBOc1mRMCtEFD4,2025-09-30,,192.168.100.74,10001,+0200,1759241272253671271,34324339,traffic,Reserved,,,deny,255.255.255.255,noop,,internal1,notice,,,189,root,17,,Reserved,FGT60E4Q17030319,undefined,,0,0,0,local,,FORTIGATE_MIRABELLA,root,,0,local-in-policy,,,undefined,unscanned,,udp/10001,52096,0001000014,,16:07:52,0,0,2025-10-01T04:13:55,udp/10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-cj6nZkBOc1mRMCtEFD4,2025-09-30,,192.168.100.2,21116,+0200,1759241272167427520,34322506,traffic,Reserved,,,accept,209.250.254.15,snat,,internal1,notice,,2.40.88.106,189,root,17,IP_LIBERI_TO_INTERNET,Netherlands,FGT60E4Q17030319,undefined,b71918c8-3763-51ee-4d1e-3ff261002270,1,180,6,forward,,FORTIGATE_MIRABELLA,internal7,,42,policy,52254,,wan,unscanned,,udp/21116,52254,0000000013,,16:07:52,30,1,2025-10-01T04:13:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIRABELLAUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMj6nZkBOc1mRMCtOFEL,2025-09-30,,192.168.100.2,443,+0200,1759241272457436053,34322480,traffic,Reserved,,,accept,142.251.143.131,snat,,internal1,notice,,2.40.88.106,189,root,17,IP_LIBERI_TO_INTERNET,United,FGT60E4Q17030319,undefined,b71918c8-3763-51ee-4d1e-3ff261002270,11,181,6,forward,,FORTIGATE_MIRABELLA,internal7,,6082,policy,52251,,wan,unscanned,,udp/443,52251,0000000013,,16:07:52,9094,14,2025-10-01T04:14:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIRABELLAUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hsj6nZkBOc1mRMCtOFEP,2025-09-30,,fe80::7a45:58ff:fe36:822b,10001,+0200,1759241272255025672,2321868,traffic,,,,deny,ff02::1,noop,,internal1,notice,,,189,root,17,,,FGT60E4Q17030319,undefined,,0,0,0,local,,FORTIGATE_MIRABELLA,root,,0,local-in-policy6,,,undefined,unscanned,,udp/10001,52529,0001000014,,16:07:52,0,0,2025-10-01T04:14:05,udp/10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8j6nZkBOc1mRMCtX1Ej,2025-09-30,,fe80::578c:46ab:214d:c167,5355,+0200,1759241272391222204,76522238,traffic,,,,deny,ff02::1:3,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5355,49154,0001000014,,16:07:53,0,0,2025-10-01T04:14:15,udp/5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMj6nZkBOc1mRMCtX1Ej,2025-09-30,,192.168.100.2,443,+0200,1759241272687424872,34323236,traffic,Reserved,,,close,72.153.5.131,snat,,internal1,notice,,2.40.88.106,189,root,6,IP_LIBERI_TO_INTERNET,United,FGT60E4Q17030319,undefined,b71918c8-3763-51ee-4d1e-3ff261002270,15,105,6,forward,,FORTIGATE_MIRABELLA,internal7,,2015,policy,65345,,wan,unscanned,,HTTPS,65345,0000000013,,16:07:52,3513,11,2025-10-01T04:14:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIRABELLAUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T8j6nZkBOc1mRMCthlEs,2025-09-30,,fe80::20c:abff:fe33:6fc3,1900,+0200,1759241272196088024,76522236,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,58854,0001000014,,16:07:53,0,0,2025-10-01T04:14:25,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
