source,device_id,date,feature,value_today,median,robust_sigma,z,vote,direction,strength
watchguard,801404C53C7FC,2025-10-18,action_passthrough_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,unique_proto,4.0,4.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,unique_service,1.0,1.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,unique_policy,17.0,20.0,2.965159377316531,-1.01175,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-18,unique_user,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,events_raw,345384.0,172698.0,128017.7909562639,1.348921885857229,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,events_after_day_filter,319764.0,161569.0,118611.9347664937,1.3337190756683281,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,total_events,9824.0,19301.5,15306.70867309118,-0.6191729523578908,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-19,bytes_total,17675528.0,37323150.0,74641307.07931802,-0.2632271964251824,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-19,bytes_per_event,1799.219055374593,2252.465276836622,1930.550372005638,-0.23477565156259242,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-19,unique_src_ip,588.0,719.0,77.83543365455894,-1.683038095238095,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-19,unique_dst_ip,305.0,1980.5,595.8117123795404,-2.8121300155520994,1,DOWN,MEDIUM
watchguard,801404C53C7FC,2025-10-19,action_accept_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_accept_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_deny_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_deny_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_client-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_client-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_server-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_server-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_timeout_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_timeout_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_passthrough_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,action_passthrough_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,unique_proto,4.0,4.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,unique_service,1.0,1.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-19,unique_policy,15.0,20.0,2.965159377316531,-1.68625,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-19,unique_user,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,events_raw,345388.0,259041.0,128017.7909562639,0.6744921885857229,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,events_after_day_filter,320428.0,239848.0,118611.9347664937,0.6793582800806213,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,total_events,28098.0,18658.5,17904.002965159376,0.5272284649622193,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,bytes_total,45959872.0,32085648.5,51684464.23276501,0.26844088849439074,0,UP,OK
